!!ObjTables objTablesVersion='0.0.8' schema='SBtab' document='E. coli central carbon metabolism - unbalanced kinetic data' type='Data' class='Reaction',,,,,,,,
!ID,!ReactionFormula,!Identifiers:kegg.reaction,!IsReversible,!Gene,!NameForPlots,,,
PTS_RPTSsy,D_Glucose + Phosphoenolpyruvate <=> Pyruvate + D_Glucose_6_phosphate,RPTSsy,TRUE,PTS,pts,,,
PGI_R02740,D_Glucose_6_phosphate <=> D_Fructose_6_phosphate,R02740,TRUE,PGI,pgi,,,
PFK_R04779,ATP + D_Fructose_6_phosphate <=> ADP + D_Fructose_1_6_bisphosphate,R04779,TRUE,PFK,pfk,,,
ALD_R01070,D_Fructose_1_6_bisphosphate <=> Glycerone_phosphate + D_Glyceraldehyde_3_phosphate,R01070,TRUE,FBA,fba,,,
TIM_R01015,Glycerone_phosphate <=> D_Glyceraldehyde_3_phosphate,R01015,TRUE,TPI,tpi,,,
GAP_R01061,Orthophosphate + NADplus + D_Glyceraldehyde_3_phosphate <=> NADH + _3_Phospho_D_glyceroyl_phosphate,R01061,TRUE,GAP,gap,,,
PGK_R01512,ADP + _3_Phospho_D_glyceroyl_phosphate <=> ATP + _3_Phospho_D_glycerate,R01512,TRUE,PGK,pgk,,,
PGM_R01518,_3_Phospho_D_glycerate <=> _2_Phospho_D_glycerate,R01518,TRUE,GPM,gpm,,,
PGH_R00658,_2_Phospho_D_glycerate <=> Phosphoenolpyruvate,R00658,TRUE,ENO,eno,,,
PYK_R00200,ADP + Phosphoenolpyruvate <=> Pyruvate + ATP,R00200,TRUE,PYK,pyk,,,
PDH_R00209,Pyruvate + NADplus + CoA <=> Acetyl_CoA + NADH + CO2,R00209,TRUE,PDH,pdh,,,
ZWF_R00835,NADPplus + D_Glucose_6_phosphate <=> NADPH + D_Glucono_1_5_lactone_6_phosphate,R00835,TRUE,ZWF,zwf,,,
GLH_R02035,D_Glucono_1_5_lactone_6_phosphate <=> _6_Phospho_D_gluconate,R02035,TRUE,PGL,pgl,,,
PGD_R01528,_6_Phospho_D_gluconate + NADPplus <=> NADPH + D_Ribulose_5_phosphate + CO2,R01528,TRUE,GND,gnd,,,
RPI_R01056,D_Ribulose_5_phosphate <=> D_Ribose_5_phosphate,R01056,TRUE,RPI,rpi,,,
RPE_R01529,D_Ribulose_5_phosphate <=> D_Xylulose_5_phosphate,R01529,TRUE,RPE,rpe,,,
TXT_R01641,D_Xylulose_5_phosphate + D_Ribose_5_phosphate <=> D_Glyceraldehyde_3_phosphate + Sedoheptulose_7_phosphate,R01641,TRUE,TKT1,tkt1,,,
TAL_R08575,D_Glyceraldehyde_3_phosphate + Sedoheptulose_7_phosphate <=> D_Erythrose_4_phosphate + D_Fructose_6_phosphate,R08575,TRUE,TAL,tal,,,
TXT_R01067,D_Erythrose_4_phosphate + D_Xylulose_5_phosphate <=> D_Glyceraldehyde_3_phosphate + D_Fructose_6_phosphate,R01067,TRUE,TKT2,tkt2,,,
FBP_R00762,D_Fructose_1_6_bisphosphate <=> Orthophosphate + D_Fructose_6_phosphate,R00762,TRUE,FBP,fbp,,,
CSN_R00351,Acetyl_CoA + Oxaloacetate <=> CoA + Citrate,R00351,TRUE,CSN,csn,,,
ACN_R01325,Citrate <=> cis_Aconitate,R01325,TRUE,ACN1,acn1,,,
ACN_R01900,cis_Aconitate <=> Isocitrate,R01900,TRUE,ACN2,acn2,,,
ICD_R00709,NADplus + Isocitrate <=> NADH + _2_Oxoglutarate + CO2,R00709,TRUE,ICD,icd,,,
KGD_R08549,NADplus + _2_Oxoglutarate + CoA <=> NADH + CO2 + Succinyl_CoA,R08549,TRUE,KGD,kgd,,,
SCS_R00405,Orthophosphate + ADP + Succinyl_CoA <=> ATP + CoA + Succinate,R00405,TRUE,SCS,scs,,,
SDH_R02164,Ubiquinone + Succinate <=> Fumarate + Ubiquinol,R02164,TRUE,SDH,sdh,,,
FUM_R01082,Fumarate <=> _S__Malate,R01082,TRUE,FUM,fum,,,
MDH_R00342,_S__Malate + NADplus <=> NADH + Oxaloacetate,R00342,TRUE,MDH,mdh,,,
PPC_R00345,Orthophosphate + Oxaloacetate <=> CO2 + Phosphoenolpyruvate,R00345,TRUE,PPC,ppc,,,
%,,,,,,,,
!!ObjTables objTablesVersion='0.0.8' schema='SBtab' document='E. coli central carbon metabolism - unbalanced kinetic data' type='Data' class='Compound',,,,,,,,
!ID,!Name,!Identifiers:kegg.compound,!IsConstant,!NameForPlots,,,,
_S__Malate,(S)-Malate,C00149,FALSE,(S)-Malate,,,,
Acetyl_CoA,Acetyl-CoA,C00024,FALSE,Acetyl-CoA,,,,
Fumarate,Fumarate,C00122,FALSE,Fumarate,,,,
cis_Aconitate,cis-Aconitate,C00417,FALSE,cis-Aconitate,,,,
_6_Phospho_D_gluconate,6-Phospho-D-gluconate,C00345,FALSE,6-Phospho-D-gluconate,,,,
Orthophosphate,Orthophosphate,C00009,TRUE,Orthophosphate,,,,
Pyruvate,Pyruvate,C00022,FALSE,Pyruvate,,,,
NADPplus,NADP+,C00006,TRUE,NADP+,,,,
NADPH,NADPH,C00005,TRUE,NADPH,,,,
NADH,NADH,C00004,TRUE,NADH,,,,
NADplus,NAD+,C00003,TRUE,NAD+,,,,
ATP,ATP,C00002,TRUE,ATP,,,,
H2O,H2O,C00001,TRUE,H2O,,,,
_2_Oxoglutarate,2-Oxoglutarate,C00026,FALSE,2-Oxoglutarate,,,,
Oxaloacetate,Oxaloacetate,C00036,TRUE,Oxaloacetate,,,,
Ubiquinone,Ubiquinone,C00399,TRUE,Ubiquinone,,,,
D_Erythrose_4_phosphate,D-Erythrose 4-phosphate,C00279,FALSE,D-Erythrose 4-phosphate,,,,
Ubiquinol,Ubiquinol,C00390,TRUE,Ubiquinol,,,,
ADP,ADP,C00008,TRUE,ADP,,,,
Isocitrate,Isocitrate,C00311,FALSE,Isocitrate,,,,
D_Ribulose_5_phosphate,D-Ribulose 5-phosphate,C00199,FALSE,D-Ribulose 5-phosphate,,,,
D_Xylulose_5_phosphate,D-Xylulose 5-phosphate,C00231,FALSE,D-Xylulose 5-phosphate,,,,
D_Glucose_6_phosphate,D-Glucose 6-phosphate,C00092,TRUE,D-Glucose 6-phosphate,,,,
_3_Phospho_D_glyceroyl_phosphate,3-Phospho-D-glyceroyl phosphate,C00236,FALSE,3-Phospho-D-glyceroyl phosphate,,,,
CoA,CoA,C00010,FALSE,CoA,,,,
CO2,CO2,C00011,TRUE,CO2,,,,
D_Ribose_5_phosphate,D-Ribose 5-phosphate,C00117,FALSE,D-Ribose 5-phosphate,,,,
Glycerone_phosphate,Glycerone phosphate,C00111,FALSE,Glycerone phosphate,,,,
D_Glucose,D-Glucose,C00031,TRUE,D-Glucose,,,,
D_Fructose_1_6_bisphosphate,"D-Fructose 1,6-bisphosphate",C00354,TRUE,"D-Fructose 1,6-bisphosphate",,,,
D_Glyceraldehyde_3_phosphate,D-Glyceraldehyde 3-phosphate,C00118,TRUE,D-Glyceraldehyde 3-phosphate,,,,
Phosphoenolpyruvate,Phosphoenolpyruvate,C00074,TRUE,Phosphoenolpyruvate,,,,
Citrate,Citrate,C00158,FALSE,Citrate,,,,
Succinyl_CoA,Succinyl-CoA,C00091,FALSE,Succinyl-CoA,,,,
_3_Phospho_D_glycerate,3-Phospho-D-glycerate,C00197,FALSE,3-Phospho-D-glycerate,,,,
D_Glucono_1_5_lactone_6_phosphate,"D-Glucono-1,5-lactone 6-phosphate",C01236,FALSE,"D-Glucono-1,5-lactone 6-phosphate",,,,
D_Fructose_6_phosphate,D-Fructose 6-phosphate,C00085,TRUE,D-Fructose 6-phosphate,,,,
_2_Phospho_D_glycerate,2-Phospho-D-glycerate,C00631,FALSE,2-Phospho-D-glycerate,,,,
Succinate,Succinate,C00042,FALSE,Succinate,,,,
Sedoheptulose_7_phosphate,Sedoheptulose 7-phosphate,C05382,FALSE,Sedoheptulose 7-phosphate,,,,
%,,,,,,,,
!!ObjTables objTablesVersion='0.0.8' schema='SBtab' document='E. coli central carbon metabolism - unbalanced kinetic data' type='Data' class='Quantity' description='Parameter',,,,,,,,
%,,,,,,,,
!!ObjTables objTablesVersion='0.0.8' schema='SBtab' document='E. coli central carbon metabolism - unbalanced kinetic data' type='Data' class='Position' description='Layout',,,,,,,,
!Element,!PositionX,!PositionY,,,,,,
_S__Malate,0.32772,0.095058,,,,,,
Acetyl_CoA,0.359426,0.22902,,,,,,
Fumarate,0.362438,-0.001611,,,,,,
cis_Aconitate,0.561709,0.210402,,,,,,
_6_Phospho_D_gluconate,0.616335,0.956914,,,,,,
Orthophosphate,0.056437,0.637639,,,,,,
Pyruvate,0.352063,0.308997,,,,,,
NADPplus,0.059533,0.388417,,,,,,
NADPH,0.061081,0.44724,,,,,,
NADH,0.059533,0.561789,,,,,,
NADplus,0.057985,0.506062,,,,,,
ATP,0.056437,0.698009,,,,,,
H2O,0.448708,0.128361,,,,,,
_2_Oxoglutarate,0.643751,0.055607,,,,,,
Oxaloacetate,0.355831,0.176347,,,,,,
Ubiquinone,0.331064,-0.009408,,,,,,
D_Erythrose_4_phosphate,0.503642,0.870531,,,,,,
Ubiquinol,0.317132,-0.032627,,,,,,
ADP,0.054889,0.758379,,,,,,
Isocitrate,0.637559,0.137648,,,,,,
D_Ribulose_5_phosphate,0.668449,0.871147,,,,,,
D_Xylulose_5_phosphate,0.60891,0.841377,,,,,,
D_Glucose_6_phosphate,0.351859,0.965424,,,,,,
_3_Phospho_D_glyceroyl_phosphate,0.352021,0.64203,,,,,,
CoA,0.391786,0.278709,,,,,,
CO2,0.544682,0.123717,,,,,,
D_Ribose_5_phosphate,0.613611,0.76147,,,,,,
Glycerone_phosphate,0.267748,0.745939,,,,,,
D_Glucose,0.110615,0.965805,,,,,,
D_Fructose_1_6_bisphosphate,0.351859,0.828211,,,,,,
D_Glyceraldehyde_3_phosphate,0.352021,0.721029,,,,,,
Phosphoenolpyruvate,0.352007,0.406884,,,,,,
Citrate,0.445962,0.220921,,,,,,
Succinyl_CoA,0.586477,-0.018695,,,,,,
_3_Phospho_D_glycerate,0.352021,0.569228,,,,,,
D_Glucono_1_5_lactone_6_phosphate,0.493599,0.982833,,,,,,
D_Fructose_6_phosphate,0.351859,0.895258,,,,,,
_2_Phospho_D_glycerate,0.352021,0.485582,,,,,,
Succinate,0.465736,-0.051202,,,,,,
Sedoheptulose_7_phosphate,0.574673,0.821603,,,,,,
PTS_RPTSsy,0.181365,0.96522,,,,,,
PGI_R02740,0.352063,0.923947,,,,,,
PFK_R04779,0.333521,0.858996,,,,,,
ALD_R01070,0.352021,0.790734,,,,,,
TIM_R01015,0.297009,0.716584,,,,,,
GAP_R01061,0.351954,0.683129,,,,,,
PGK_R01512,0.352471,0.606396,,,,,,
PGM_R01518,0.352021,0.524307,,,,,,
PGH_R00658,0.352007,0.437823,,,,,,
PYK_R00200,0.352063,0.353918,,,,,,
PDH_R00209,0.352021,0.265625,,,,,,
ZWF_R00835,0.428585,0.982833,,,,,,
GLH_R02035,0.584929,0.973545,,,,,,
PGD_R01528,0.651221,0.918706,,,,,,
RPI_R01056,0.663749,0.80064,,,,,,
RPE_R01529,0.637113,0.860179,,,,,,
TXT_R01641,0.501711,0.735972,,,,,,
TAL_R08575,0.566723,0.88656,,,,,,
TXT_R01067,0.426938,0.837812,,,,,,
FBP_R00762,0.372405,0.857241,,,,,,
CSN_R00351,0.392982,0.198019,,,,,,
ACN_R01325,0.505983,0.224334,,,,,,
ACN_R01900,0.61434,0.176347,,,,,,
ICD_R00709,0.645299,0.100497,,,,,,
KGD_R08549,0.62208,0.016908,,,,,,
SCS_R00405,0.535394,-0.037271,,,,,,
SDH_R02164,0.402092,-0.03917,,,,,,
FUM_R01082,0.340351,0.035483,,,,,,
MDH_R00342,0.33416,0.140744,,,,,,
PPC_R00345,0.40095304,0.50690003,,,,,,
_S__Malate,0.32772,0.095058,,,,,,
Acetyl_CoA,0.359426,0.22902,,,,,,
Fumarate,0.362438,-0.001611,,,,,,
cis_Aconitate,0.561709,0.210402,,,,,,
_6_Phospho_D_gluconate,0.616335,0.956914,,,,,,
Orthophosphate,0.056437,0.637639,,,,,,
Pyruvate,0.352063,0.308997,,,,,,
NADPplus,0.059533,0.388417,,,,,,
NADPH,0.061081,0.44724,,,,,,
NADH,0.059533,0.561789,,,,,,
NADplus,0.057985,0.506062,,,,,,
ATP,0.056437,0.698009,,,,,,
H2O,0.448708,0.128361,,,,,,
_2_Oxoglutarate,0.643751,0.055607,,,,,,
Oxaloacetate,0.355831,0.176347,,,,,,
Ubiquinone,0.331064,-0.009408,,,,,,
D_Erythrose_4_phosphate,0.503642,0.870531,,,,,,
Ubiquinol,0.317132,-0.032627,,,,,,
ADP,0.054889,0.758379,,,,,,
Isocitrate,0.637559,0.137648,,,,,,
D_Ribulose_5_phosphate,0.668449,0.871147,,,,,,
D_Xylulose_5_phosphate,0.60891,0.841377,,,,,,
D_Glucose_6_phosphate,0.351859,0.965424,,,,,,
_3_Phospho_D_glyceroyl_phosphate,0.352021,0.64203,,,,,,
CoA,0.391786,0.278709,,,,,,
CO2,0.544682,0.123717,,,,,,
D_Ribose_5_phosphate,0.613611,0.76147,,,,,,
Glycerone_phosphate,0.267748,0.745939,,,,,,
D_Glucose,0.110615,0.965805,,,,,,
D_Fructose_1_6_bisphosphate,0.351859,0.828211,,,,,,
D_Glyceraldehyde_3_phosphate,0.352021,0.721029,,,,,,
Phosphoenolpyruvate,0.352007,0.406884,,,,,,
Citrate,0.445962,0.220921,,,,,,
Succinyl_CoA,0.586477,-0.018695,,,,,,
_3_Phospho_D_glycerate,0.352021,0.569228,,,,,,
D_Glucono_1_5_lactone_6_phosphate,0.493599,0.982833,,,,,,
D_Fructose_6_phosphate,0.351859,0.895258,,,,,,
_2_Phospho_D_glycerate,0.352021,0.485582,,,,,,
Succinate,0.465736,-0.051202,,,,,,
Sedoheptulose_7_phosphate,0.574673,0.821603,,,,,,
PTS_RPTSsy,0.181365,0.96522,,,,,,
PGI_R02740,0.352063,0.923947,,,,,,
PFK_R04779,0.333521,0.858996,,,,,,
ALD_R01070,0.352021,0.790734,,,,,,
TIM_R01015,0.297009,0.716584,,,,,,
GAP_R01061,0.351954,0.683129,,,,,,
PGK_R01512,0.352471,0.606396,,,,,,
PGM_R01518,0.352021,0.524307,,,,,,
PGH_R00658,0.352007,0.437823,,,,,,
PYK_R00200,0.352063,0.353918,,,,,,
PDH_R00209,0.352021,0.265625,,,,,,
ZWF_R00835,0.428585,0.982833,,,,,,
GLH_R02035,0.584929,0.973545,,,,,,
PGD_R01528,0.651221,0.918706,,,,,,
RPI_R01056,0.663749,0.80064,,,,,,
RPE_R01529,0.637113,0.860179,,,,,,
TXT_R01641,0.501711,0.735972,,,,,,
TAL_R08575,0.566723,0.88656,,,,,,
TXT_R01067,0.426938,0.837812,,,,,,
FBP_R00762,0.372405,0.857241,,,,,,
CSN_R00351,0.392982,0.198019,,,,,,
ACN_R01325,0.505983,0.224334,,,,,,
ACN_R01900,0.61434,0.176347,,,,,,
ICD_R00709,0.645299,0.100497,,,,,,
KGD_R08549,0.62208,0.016908,,,,,,
SCS_R00405,0.535394,-0.037271,,,,,,
SDH_R02164,0.402092,-0.03917,,,,,,
FUM_R01082,0.340351,0.035483,,,,,,
MDH_R00342,0.33416,0.140744,,,,,,
PPC_R00345,0.40095304,0.50690003,,,,,,
%,,,,,,,,
!!ObjTables objTablesVersion='0.0.8' schema='SBtab' document='E. coli central carbon metabolism - unbalanced kinetic data' type='Data' class='Quantity',,,,,,,,
!QuantityType,!Compound,!Compound:Identifiers:kegg.compound,!Concentration:Min,!Concentration:Max,!Reaction,!Reaction:Identifiers:kegg.reaction,!Value,!Unit
equilibrium constant,,,,,PTS_RPTSsy,RPTSsy,57262184,dimensionless
equilibrium constant,,,,,PGI_R02740,R02740,0.36350845,dimensionless
equilibrium constant,,,,,PFK_R04779,R04779,1764.8694,dimensionless
equilibrium constant,,,,,ALD_R01070,R01070,0.1889019,dimensionless
equilibrium constant,,,,,TIM_R01015,R01015,0.10733371,dimensionless
equilibrium constant,,,,,GAP_R01061,R01061,0.000351805,dimensionless
equilibrium constant,,,,,PGK_R01512,R01512,1883.7137,dimensionless
equilibrium constant,,,,,PGM_R01518,R01518,0.1881272,dimensionless
equilibrium constant,,,,,PGH_R00658,R00658,5.202263,dimensionless
equilibrium constant,,,,,PYK_R00200,R00200,22335.814,dimensionless
equilibrium constant,,,,,PDH_R00209,R00209,1670759.7,dimensionless
equilibrium constant,,,,,ZWF_R00835,R00835,12.916734,dimensionless
equilibrium constant,,,,,GLH_R02035,R02035,20744.52,dimensionless
equilibrium constant,,,,,PGD_R01528,R01528,12.330424,dimensionless
equilibrium constant,,,,,RPI_R01056,R01056,2.264296,dimensionless
equilibrium constant,,,,,RPE_R01529,R01529,3.9024941,dimensionless
equilibrium constant,,,,,TXT_R01641,R01641,4.7316932,dimensionless
equilibrium constant,,,,,TAL_R08575,R08575,1.3194676,dimensionless
equilibrium constant,,,,,TXT_R01067,R01067,59.621212,dimensionless
equilibrium constant,,,,,FBP_R00762,R00762,49007.074,dimensionless
equilibrium constant,,,,,CSN_R00351,R00351,5416530.1,dimensionless
equilibrium constant,,,,,ACN_R01325,R01325,0.034861263,dimensionless
equilibrium constant,,,,,ACN_R01900,R01900,1.3190957,dimensionless
equilibrium constant,,,,,ICD_R00709,R00709,100.21644,dimensionless
equilibrium constant,,,,,KGD_R08549,R08549,92567.323,dimensionless
equilibrium constant,,,,,SCS_R00405,R00405,0.58290232,dimensionless
equilibrium constant,,,,,SDH_R02164,R02164,6026.7589,dimensionless
equilibrium constant,,,,,FUM_R01082,R01082,4.0148279,dimensionless
equilibrium constant,,,,,MDH_R00342,R00342,1.94E-05,dimensionless
equilibrium constant,,,,,PPC_R00345,R00345,3.72E-07,dimensionless
catalytic rate constant geometric mean,,,,,PTS_RPTSsy,RPTSsy,NaN,1/s
catalytic rate constant geometric mean,,,,,PGI_R02740,R02740,NaN,1/s
catalytic rate constant geometric mean,,,,,PFK_R04779,R04779,NaN,1/s
catalytic rate constant geometric mean,,,,,ALD_R01070,R01070,NaN,1/s
catalytic rate constant geometric mean,,,,,TIM_R01015,R01015,1060.6602,1/s
catalytic rate constant geometric mean,,,,,GAP_R01061,R01061,172.08719,1/s
catalytic rate constant geometric mean,,,,,PGK_R01512,R01512,236.52354,1/s
catalytic rate constant geometric mean,,,,,PGM_R01518,R01518,117.66974,1/s
catalytic rate constant geometric mean,,,,,PGH_R00658,R00658,NaN,1/s
catalytic rate constant geometric mean,,,,,PYK_R00200,R00200,NaN,1/s
catalytic rate constant geometric mean,,,,,PDH_R00209,R00209,1.7083033,1/s
catalytic rate constant geometric mean,,,,,ZWF_R00835,R00835,315.2047,1/s
catalytic rate constant geometric mean,,,,,GLH_R02035,R02035,NaN,1/s
catalytic rate constant geometric mean,,,,,PGD_R01528,R01528,51.87217,1/s
catalytic rate constant geometric mean,,,,,RPI_R01056,R01056,1128.6376,1/s
catalytic rate constant geometric mean,,,,,RPE_R01529,R01529,487.01987,1/s
catalytic rate constant geometric mean,,,,,TXT_R01641,R01641,NaN,1/s
catalytic rate constant geometric mean,,,,,TAL_R08575,R08575,NaN,1/s
catalytic rate constant geometric mean,,,,,TXT_R01067,R01067,NaN,1/s
catalytic rate constant geometric mean,,,,,FBP_R00762,R00762,NaN,1/s
catalytic rate constant geometric mean,,,,,CSN_R00351,R00351,69.518014,1/s
catalytic rate constant geometric mean,,,,,ACN_R01325,R01325,NaN,1/s
catalytic rate constant geometric mean,,,,,ACN_R01900,R01900,NaN,1/s
catalytic rate constant geometric mean,,,,,ICD_R00709,R00709,56.471232,1/s
catalytic rate constant geometric mean,,,,,KGD_R08549,R08549,NaN,1/s
catalytic rate constant geometric mean,,,,,SCS_R00405,R00405,95.468278,1/s
catalytic rate constant geometric mean,,,,,SDH_R02164,R02164,82.509888,1/s
catalytic rate constant geometric mean,,,,,FUM_R01082,R01082,217.26756,1/s
catalytic rate constant geometric mean,,,,,MDH_R00342,R00342,485.6488,1/s
catalytic rate constant geometric mean,,,,,PPC_R00345,R00345,NaN,1/s
Michaelis constant,_S__Malate,C00149,,,FUM_R01082,R01082,0.64666009,mM
Michaelis constant,_S__Malate,C00149,,,MDH_R00342,R00342,0.59870169,mM
Michaelis constant,Acetyl_CoA,C00024,,,PDH_R00209,R00209,0.030581258,mM
Michaelis constant,Acetyl_CoA,C00024,,,CSN_R00351,R00351,0.050864382,mM
Michaelis constant,Fumarate,C00122,,,SDH_R02164,R02164,0.10381729,mM
Michaelis constant,Fumarate,C00122,,,FUM_R01082,R01082,0.18043722,mM
Michaelis constant,cis_Aconitate,C00417,,,ACN_R01325,R01325,0.016657922,mM
Michaelis constant,cis_Aconitate,C00417,,,ACN_R01900,R01900,0.016657922,mM
Michaelis constant,_6_Phospho_D_gluconate,C00345,,,GLH_R02035,R02035,0.02,mM
Michaelis constant,_6_Phospho_D_gluconate,C00345,,,PGD_R01528,R01528,0.017811853,mM
Michaelis constant,Orthophosphate,C00009,,,GAP_R01061,R01061,1,mM
Michaelis constant,Orthophosphate,C00009,,,FBP_R00762,R00762,NaN,mM
Michaelis constant,Orthophosphate,C00009,,,SCS_R00405,R00405,1.003992,mM
Michaelis constant,Orthophosphate,C00009,,,PPC_R00345,R00345,NaN,mM
Michaelis constant,Pyruvate,C00022,,,PTS_RPTSsy,RPTSsy,NaN,mM
Michaelis constant,Pyruvate,C00022,,,PYK_R00200,R00200,0.31,mM
Michaelis constant,Pyruvate,C00022,,,PDH_R00209,R00209,0.01,mM
Michaelis constant,NADPplus,C00006,,,ZWF_R00835,R00835,0.007,mM
Michaelis constant,NADPplus,C00006,,,PGD_R01528,R01528,0.016784756,mM
Michaelis constant,NADPH,C00005,,,ZWF_R00835,R00835,0.007,mM
Michaelis constant,NADPH,C00005,,,PGD_R01528,R01528,0.000663325,mM
Michaelis constant,NADH,C00004,,,GAP_R01061,R01061,0.059,mM
Michaelis constant,NADH,C00004,,,PDH_R00209,R00209,NaN,mM
Michaelis constant,NADH,C00004,,,ICD_R00709,R00709,NaN,mM
Michaelis constant,NADH,C00004,,,KGD_R08549,R08549,NaN,mM
Michaelis constant,NADH,C00004,,,MDH_R00342,R00342,0.027138618,mM
Michaelis constant,NADplus,C00003,,,GAP_R01061,R01061,0.09,mM
Michaelis constant,NADplus,C00003,,,PDH_R00209,R00209,0.041024383,mM
Michaelis constant,NADplus,C00003,,,ICD_R00709,R00709,0.08,mM
Michaelis constant,NADplus,C00003,,,KGD_R08549,R08549,NaN,mM
Michaelis constant,NADplus,C00003,,,MDH_R00342,R00342,0.12812311,mM
